128166372003111006,proj,0,Read,8880391168,16384,49008
128166372024331468,proj,0,Write,3239911424,4096,78546
128166372025758591,proj,0,Write,2196791296,4096,57673
128166372045733763,proj,0,Write,9065705472,8192,82553
128166372053077401,proj,0,Write,1912807424,512,82676
128166372053238911,proj,0,Write,3154137088,4096,77416
128166372053245047,proj,0,Write,3238117376,4096,71280
128166372053268500,proj,0,Write,3233452032,4096,47828
128166372053383050,proj,0,Write,682053632,4096,89528
128166372053403606,proj,0,Write,1912807936,1536,68972
128166372053581177,proj,0,Write,3220815872,4096,47651
128166372053588658,proj,0,Write,1912813568,8192,40169
128166372053588836,proj,0,Write,1912821760,4096,39991
128166372053589347,proj,0,Write,1912809472,4096,39480
128166372053735382,proj,0,Write,3154132992,4096,49696
128166372053735749,proj,0,Write,3238117376,4096,49329
128166372053737160,proj,0,Write,3233452032,4096,47918
128166372053852088,proj,0,Write,682053632,4096,89239
128166372053872288,proj,0,Write,1912807424,512,69040
128166372054037734,proj,0,Write,3154137088,4096,59844
128166372054049096,proj,0,Write,3238117376,4096,48482
128166372054156445,proj,0,Write,682053632,4096,97383
128166372054239826,proj,0,Write,3154132992,4096,170252
128166372054326124,proj,0,Write,157487104,16384,83953
128166372054516358,proj,0,Write,157487104,16384,49969
128166372054520934,proj,0,Write,160141312,16384,45393
128166372054645341,proj,0,Write,1981030400,16384,77236
128166372054660738,proj,0,Write,157487104,4096,61839
128166372074323860,proj,0,Write,3220819968,12288,86217
128166372074367661,proj,0,Write,3154137088,4096,42417
128166372074528085,proj,0,Write,3154124800,4096,38243
128166372085728313,proj,0,Write,9065709568,8192,88014
128166372110888882,proj,0,Write,2125467648,8192,83717
128166372110942609,proj,0,Write,2131202048,8192,29991
128166372111071144,proj,0,Write,3154132992,4096,57706
128166372111080115,proj,0,Write,2125467648,8192,48735
128166372111098462,proj,0,Write,2131202048,8192,30389
128166372111216834,proj,0,Write,3220832256,4096,68267
128166372111221897,proj,0,Write,1502134272,8192,63205
128166372111245855,proj,0,Write,1502134272,8192,39246
128166372111356708,proj,0,Write,605753344,16384,84644
128166372111393938,proj,0,Write,3154137088,4096,47414
128166372111401820,proj,0,Write,605753344,16384,39533
128166372111506851,proj,0,Write,3154132992,4096,90753
128166372111559045,proj,0,Write,3154137088,4096,38559
128166372124327434,proj,0,Write,3253673984,4096,82708
128166372125746435,proj,0,Write,9065713664,16384,69957
128166372155730467,proj,0,Write,3239890944,4096,85925
128166372155753159,proj,0,Write,3239907328,8192,63233
128166372155925049,proj,0,Write,3256324096,4096,47593
128166372155926888,proj,0,Write,3251671040,4096,45753
128166372155928860,proj,0,Write,3256147968,4096,43781
128166372156080063,proj,0,Write,3223449600,4096,48829
128166372156088271,proj,0,Write,3223560192,4096,40621
128166372156090499,proj,0,Write,3223552000,4096,38392
128166372156093571,proj,0,Write,3224559616,4096,35321
128166372156242171,proj,0,Write,3224588288,4096,42970
128166372156242854,proj,0,Write,3233767424,4096,42287
128166372156245597,proj,0,Write,3233452032,4096,39544
128166372156252311,proj,0,Write,3225743360,4096,32830
128166372156395698,proj,0,Write,3238117376,4096,45694
128166372156398722,proj,0,Write,3234811904,4096,42669
128166372156400059,proj,0,Write,3233779712,4096,41332
128166372165742287,proj,0,Write,9065725952,8192,74104
128166372174310531,proj,0,Write,3220836352,12288,99654
128166372174370811,proj,0,Write,3154132992,4096,39374
128166372174527335,proj,0,Write,3154128896,4096,39101
128166372185682777,proj,0,Write,682053632,4096,133678
128166372224330558,proj,0,Write,1534640128,4096,79648
128166372235745448,proj,0,Write,9065730048,8192,71007
128166372238856909,proj,0,Write,1911123968,512,84555
128166372239011859,proj,0,Write,3220848640,4096,85857
128166372239039895,proj,0,Write,1911124480,4608,57820
128166372239059025,proj,0,Write,1911129088,4096,38691
128166372239060604,proj,0,Write,3154137088,4096,37112
128166372239214264,proj,0,Write,1911141376,4096,39702
128166372239214916,proj,0,Write,1911137280,4096,39051
128166372239215983,proj,0,Write,1911133184,4096,37984
128166372239352448,proj,0,Write,1911123968,512,57770
128166372239353655,proj,0,Write,3154132992,4096,56563
128166372239370497,proj,0,Write,1911145472,4096,39721
128166372239496245,proj,0,Write,1545916416,16384,70224
128166372239506430,proj,0,Write,3154137088,4096,60039
128166372239528303,proj,0,Write,3154132992,4096,38166
128166372239672949,proj,0,Write,1545916416,16384,49770
128166372239677669,proj,0,Write,1555697664,16384,45050
128166372239681241,proj,0,Write,1545932800,16384,41478
128166372239829184,proj,0,Write,1556205568,16384,49786
128166372239831894,proj,0,Write,1545916416,4096,47077
128166372239837927,proj,0,Write,1545949184,16384,41043
128166372245711685,proj,0,Write,844058624,3072,104823
128166372274319462,proj,0,Write,3220852736,24576,90807
128166372274355493,proj,0,Write,3154137088,4096,54776
128166372274528423,proj,0,Write,3154124800,4096,38097
128166372306812902,proj,0,Write,1912807424,512,97368
128166372306986963,proj,0,Write,3154132992,4096,79557
128166372307014539,proj,0,Write,3238117376,4096,51980
128166372307018794,proj,0,Write,3233452032,4096,47725
128166372307133418,proj,0,Write,682053632,4096,89352
128166372307159538,proj,0,Write,1912807936,1536,63232
128166372307338683,proj,0,Write,1912821760,8192,40336
128166372307339324,proj,0,Write,1912817664,4096,39696
128166372307339358,proj,0,Write,1912813568,4096,39662
128166372307339913,proj,0,Write,1912809472,4096,39107
128166372307495165,proj,0,Write,1912829952,8192,40105
128166372307495422,proj,0,Write,1912838144,4096,39848
128166372307495512,proj,0,Write,1912846336,4096,39758
128166372307495604,proj,0,Write,1912842240,4096,39666
128166372307651221,proj,0,Write,1912862720,8192,40299
128166372307651631,proj,0,Write,1912854528,4096,39890
128166372307651827,proj,0,Write,1912858624,4096,39694
128166372307651983,proj,0,Write,1912850432,4096,39538
128166372307788353,proj,0,Write,3220877312,4096,59419
128166372307793091,proj,0,Write,3154137088,4096,54680
128166372307807634,proj,0,Write,1912870912,8192,40138
128166372307952606,proj,0,Write,3238117376,4096,51416
128166372307956223,proj,0,Write,3233452032,4096,47800
128166372308070844,proj,0,Write,682053632,4096,89430
128166372308094126,proj,0,Write,1912807424,512,66148
128166372308101012,proj,0,Write,3154132992,4096,59262
128166372308265057,proj,0,Write,3238117376,4096,51467
128166372308335265,proj,0,Write,682053632,4096,137511
128166372308344599,proj,0,Write,3154137088,4096,128176
128166372308544822,proj,0,Write,157487104,16384,84204
128166372308598566,proj,0,Write,157716480,16384,30460
128166372308737359,proj,0,Write,157487104,16384,47918
128166372308738080,proj,0,Write,160157696,16384,47197
128166372308742498,proj,0,Write,159961088,16384,42779
128166372308745751,proj,0,Write,158568448,16384,39526
128166372308894280,proj,0,Write,159764480,16384,47249
128166372308897148,proj,0,Write,160174080,16384,44380
128166372308899758,proj,0,Write,159109120,16384,41770
128166372308907313,proj,0,Write,159698944,16384,34215
128166372309050206,proj,0,Write,160022528,4096,47573
128166372309056371,proj,0,Write,159780864,16384,41408
128166372309060221,proj,0,Write,160239616,16384,37558
128166372309205992,proj,0,Write,157487104,4096,48038
128166372324471515,proj,0,Write,4597161984,4096,95068
128166372335718820,proj,0,Write,9065734144,8192,97763
